loan_amount,loan_maturity_days,interest_rate,borrower_type,age,credit_score,employment_years,defaulted
32647.04359,75,0.271905659,Small Merchant,32,370,17,0
15357.58435,32,0.33532995,Freelancer,23,323,14,0
34231.54239,48,0.305418824,Gig Worker,59,593,17,0
28525.34095,49,0.260156305,Freelancer,52,433,2,0
20344.11299,54,0.269706292,Small Merchant,53,703,9,0
29949.34103,40,0.269579414,Gig Worker,55,783,14,0
14255.94541,90,0.307970645,Gig Worker,52,501,7,0
16228.40087,85,0.324490687,Gig Worker,40,833,7,0
17739.87194,46,0.281795922,Small Merchant,58,460,13,0
18297.15604,90,0.285273387,Gig Worker,24,345,9,0
14604.0965,89,0.290407852,Gig Worker,32,797,12,0
30561.58147,88,0.279682897,Gig Worker,59,737,9,0
20188.0192,78,0.285639685,Gig Worker,36,404,5,0
24467.53478,84,0.280963466,Freelancer,29,384,17,0
18007.54044,64,0.2895594,Freelancer,29,376,15,0
10000,43,0.25,Freelancer,21,824,17,0
23890.40151,88,0.270410391,Gig Worker,57,590,19,0
10000,68,0.256332117,Gig Worker,40,638,5,1
21519.56168,86,0.293801896,Freelancer,20,820,8,0
12421.79473,48,0.264287854,Gig Worker,49,312,15,0
35910.93199,32,0.25,Small Merchant,37,833,5,0
28379.53906,63,0.25,Freelancer,54,672,10,0
22740.27654,87,0.288987533,Freelancer,58,775,2,0
30845.94674,78,0.261424869,Small Merchant,41,426,7,0
16075.78816,70,0.27723639,Gig Worker,22,522,0,0
25804.35565,51,0.311657601,Freelancer,25,521,14,0
23398.67304,67,0.287503646,Gig Worker,55,696,14,0
23848.14057,85,0.269797499,Gig Worker,35,398,18,0
30906.4745,56,0.25649676,Gig Worker,22,782,9,0
27127.44472,50,0.288699429,Gig Worker,55,703,18,0
24021.06564,70,0.277417946,Gig Worker,30,534,8,0
10415.78795,60,0.291571706,Small Merchant,36,485,6,0
15279.67593,56,0.25,Freelancer,38,578,13,0
21141.03746,66,0.302749078,Small Merchant,27,675,1,0
22653.60662,31,0.25,Small Merchant,33,702,12,0
14088.57393,83,0.27031679,Freelancer,45,535,19,0
38881.73673,76,0.307799701,Small Merchant,44,367,3,0
32614.75839,38,0.25,Freelancer,29,475,6,0
26214.82824,48,0.278263924,Freelancer,51,831,7,0
22504.25803,71,0.27450474,Small Merchant,34,752,15,0
20514.53721,65,0.279424792,Freelancer,23,818,19,0
15336.57078,39,0.287124012,Freelancer,47,352,8,0
22542.36363,88,0.280301541,Gig Worker,23,628,10,0
23804.26778,69,0.25319992,Gig Worker,32,566,13,0
13307.67597,83,0.281946115,Gig Worker,31,691,3,0
24339.23492,74,0.279633868,Freelancer,34,331,18,0
20913.18666,68,0.278795722,Freelancer,48,490,14,0
10000,36,0.321720104,Freelancer,42,486,13,0
15977.30492,33,0.306748525,Gig Worker,32,700,15,0
19104.76127,44,0.316543135,Gig Worker,57,453,19,0
35213.8136,41,0.286881889,Gig Worker,54,350,2,1
25895.87187,77,0.315706783,Gig Worker,59,588,5,0
12651.62902,35,0.262879979,Freelancer,31,837,3,0
25402.25403,89,0.272815269,Small Merchant,49,577,0,0
11168.87208,38,0.268397095,Freelancer,24,750,17,0
29578.83738,64,0.270082037,Freelancer,21,633,7,0
18702.12744,37,0.280826028,Small Merchant,49,509,15,0
21344.54668,36,0.284079312,Freelancer,54,810,19,0
31280.57653,33,0.288619824,Gig Worker,29,805,15,0
12989.85502,87,0.314893101,Freelancer,28,781,14,0
12220.1727,42,0.25,Gig Worker,36,659,1,0
17914.80472,48,0.255895057,Freelancer,57,444,11,1
29268.65196,36,0.25,Small Merchant,49,375,3,0
11364.57747,39,0.263160469,Freelancer,54,587,10,0
10000,54,0.271116652,Gig Worker,26,448,1,0
18841.88799,73,0.266031551,Small Merchant,31,736,5,0
25862.1856,87,0.257221036,Gig Worker,53,633,16,0
30401.83225,64,0.281781475,Gig Worker,22,365,18,0
18757.87047,87,0.272266274,Gig Worker,52,476,8,0
19120.01375,54,0.262305303,Gig Worker,59,626,4,0
30077.30514,58,0.283021115,Small Merchant,32,842,13,0
10000,85,0.268536084,Freelancer,30,498,15,0
19280.35457,41,0.303130562,Small Merchant,59,719,0,0
23332.96723,80,0.276727451,Gig Worker,39,373,19,0
25144.53105,76,0.273000712,Small Merchant,50,722,2,0
18431.35315,69,0.285230846,Freelancer,52,410,9,0
22241.08708,41,0.25,Small Merchant,53,393,14,0
10000,81,0.304271059,Freelancer,28,659,2,0
17392.26111,35,0.295697994,Small Merchant,26,468,0,0
25174.56099,89,0.264138632,Gig Worker,28,596,12,0
15123.94176,39,0.25738687,Gig Worker,45,560,14,0
22412.88955,31,0.259800085,Gig Worker,21,617,9,0
25128.10751,85,0.251801072,Freelancer,24,571,2,0
19602.15559,74,0.25,Gig Worker,21,507,17,0
23193.2464,54,0.25115184,Freelancer,29,643,18,0
15260.87204,36,0.25,Gig Worker,50,702,4,0
20553.72104,69,0.272727797,Small Merchant,52,382,9,0
26271.51319,52,0.277268869,Freelancer,25,539,15,0
23098.81073,77,0.305621528,Gig Worker,33,742,19,0
17894.28111,40,0.299741687,Gig Worker,33,368,17,0
23569.51483,87,0.265320114,Freelancer,34,768,7,0
27002.26853,65,0.275046888,Small Merchant,52,640,12,0
10000,78,0.302061845,Gig Worker,50,760,7,0
30113.51845,77,0.271029949,Freelancer,36,733,12,0
19646.21683,80,0.283411756,Freelancer,34,640,11,0
24978.42953,52,0.267881117,Gig Worker,39,757,12,0
30380.72847,88,0.280784761,Freelancer,40,771,16,0
12398.28412,72,0.281673796,Freelancer,48,390,14,1
17033.91298,36,0.273021565,Freelancer,28,588,8,0
19980.15913,56,0.301318196,Gig Worker,48,572,19,0
16513.72535,42,0.262713846,Gig Worker,53,832,3,0
34144.55603,80,0.282306796,Freelancer,28,813,11,0
16002.59534,46,0.31567,Gig Worker,49,847,3,0
18111.17254,61,0.286225972,Small Merchant,36,523,12,0
23430.72322,55,0.264069574,Small Merchant,23,797,2,0
13584.95332,86,0.286950316,Small Merchant,59,324,4,0
19230.23502,89,0.32864054,Small Merchant,51,463,12,0
24222.17283,51,0.280784545,Freelancer,51,590,13,0
19669.97717,42,0.295872415,Freelancer,26,344,7,0
21346.29199,90,0.28010365,Gig Worker,57,667,10,0
18294.67521,41,0.285509022,Gig Worker,51,510,7,0
11398.70784,36,0.278434896,Small Merchant,24,445,11,0
24251.15248,30,0.259639109,Freelancer,22,649,10,0
34284.5315,62,0.287479157,Gig Worker,39,705,16,0
22128.81142,81,0.255539711,Gig Worker,36,309,12,0
23576.84882,84,0.273751197,Gig Worker,35,819,3,0
26849.05929,43,0.318233979,Gig Worker,30,333,12,0
13114.68652,88,0.278560687,Freelancer,32,533,8,0
33917.60261,76,0.261535166,Small Merchant,37,480,13,0
23416.30157,72,0.284817712,Gig Worker,33,823,11,0
33422.99829,85,0.26892836,Gig Worker,53,685,12,0
16868.76903,87,0.282172227,Freelancer,31,572,7,0
34726.43346,70,0.256469041,Gig Worker,41,626,4,0
27426.08846,46,0.2955935,Freelancer,40,634,10,0
25871.2806,33,0.282492787,Freelancer,45,813,19,0
23638.17118,81,0.259962025,Freelancer,58,326,5,0
20260.29967,80,0.287194459,Freelancer,21,439,6,0
30403.72161,68,0.31870355,Gig Worker,35,394,14,0
22982.51909,30,0.264082518,Freelancer,53,467,4,0
10000,70,0.295152571,Small Merchant,30,816,8,0
14179.69477,74,0.288358693,Freelancer,38,327,19,0
20699.07973,53,0.288065975,Freelancer,49,607,18,0
24169.99288,63,0.29800518,Small Merchant,26,697,4,0
21603.88058,63,0.274459976,Freelancer,46,433,12,0
30532.79553,53,0.283046703,Freelancer,41,592,11,0
10000,88,0.28196518,Freelancer,36,794,4,0
23005.11556,44,0.262885368,Small Merchant,34,654,6,0
10000,46,0.28917595,Small Merchant,28,846,2,0
27317.98607,42,0.272751164,Freelancer,31,316,12,0
21338.789,36,0.316604368,Gig Worker,27,409,10,0
24937.2698,38,0.269842808,Gig Worker,21,774,9,0
15952.81928,73,0.253593838,Small Merchant,35,309,8,0
30956.25452,64,0.302408325,Freelancer,22,411,5,0
29292.07265,52,0.265115079,Small Merchant,50,619,13,0
26084.81012,83,0.255734161,Freelancer,45,588,9,0
21093.37927,76,0.287750559,Freelancer,21,765,16,0
26059.001,68,0.306649887,Freelancer,49,679,1,0
17051.75202,52,0.294746955,Small Merchant,32,476,1,0
27988.88961,55,0.268565062,Gig Worker,56,663,3,0
33546.36626,30,0.282571178,Gig Worker,33,426,6,0
29494.27392,43,0.274252567,Gig Worker,20,562,19,0
16892.78271,61,0.313217098,Gig Worker,51,745,3,0
24529.92122,80,0.271253875,Small Merchant,25,758,7,0
12948.00919,77,0.281979961,Freelancer,41,565,13,0
26006.73218,39,0.283384965,Gig Worker,30,586,19,0
25154.22389,30,0.256795659,Freelancer,42,324,2,0
10000,34,0.276141657,Gig Worker,33,484,10,1
13867.51309,32,0.276467966,Small Merchant,33,364,2,1
20018.02772,78,0.307536752,Gig Worker,39,726,4,0
19893.98177,79,0.283902801,Small Merchant,26,803,15,0
13533.66145,87,0.272433551,Freelancer,38,430,10,0
24722.85111,82,0.277097629,Gig Worker,45,603,0,1
23760.31526,56,0.278660813,Freelancer,41,754,8,0
20640.11608,80,0.279221725,Small Merchant,25,412,4,0
16709.4595,83,0.298548595,Freelancer,32,825,19,0
29340.94988,86,0.299574123,Gig Worker,29,386,10,0
33587.84979,51,0.260185945,Small Merchant,38,795,1,0
18615.06961,47,0.301359193,Small Merchant,50,313,9,0
17714.83158,45,0.295026949,Gig Worker,29,692,4,0
25438.45366,31,0.278945498,Freelancer,56,813,16,0
19493.79434,76,0.250520716,Gig Worker,32,459,11,0
21024.2196,42,0.28425285,Freelancer,36,591,2,0
27177.57206,74,0.27292115,Gig Worker,24,517,6,0
10000,45,0.291097646,Small Merchant,40,720,10,0
31228.11627,37,0.292932068,Freelancer,58,845,10,0
22508.76367,72,0.306381513,Gig Worker,39,820,11,0
19119.54799,37,0.258776246,Small Merchant,26,339,4,0
21375.36092,83,0.322767345,Freelancer,34,325,9,1
21737.00549,39,0.297905747,Gig Worker,34,790,11,0
10000,84,0.294285017,Small Merchant,42,696,13,0
32464.56759,62,0.318328176,Small Merchant,52,324,0,0
22289.27943,60,0.286356753,Gig Worker,21,498,13,0
25101.01491,41,0.300672944,Freelancer,51,670,6,0
28660.84839,38,0.283395428,Freelancer,34,390,9,0
14851.8628,66,0.296816378,Gig Worker,26,698,11,0
25314.30329,38,0.303232139,Freelancer,28,759,5,0
20126.51236,77,0.301178561,Freelancer,47,524,15,0
27927.39543,47,0.25,Small Merchant,41,388,9,0
10000,59,0.271723647,Small Merchant,22,595,19,0
21306.3399,61,0.303436043,Small Merchant,21,474,11,0
17780.25541,69,0.289962725,Freelancer,41,641,9,0
25025.84065,52,0.279011419,Freelancer,44,569,9,0
25290.30931,40,0.290153002,Small Merchant,44,643,10,0
17046.61874,49,0.257926105,Small Merchant,51,474,8,0
17014.78295,48,0.29572957,Small Merchant,26,769,8,1
21225.34242,65,0.287429181,Small Merchant,50,322,11,0
15723.50441,81,0.281705,Small Merchant,56,837,1,0
27893.88587,55,0.276421763,Gig Worker,23,529,13,0
19415.5496,39,0.284621161,Freelancer,52,429,8,0
10000,53,0.274514537,Gig Worker,34,449,17,0
19376.2456,42,0.273522355,Gig Worker,28,465,12,0
14730.19325,90,0.31577733,Freelancer,25,548,15,0
10581.06929,81,0.25,Small Merchant,50,572,12,0
13338.01353,75,0.25,Freelancer,53,542,7,0
22765.8593,82,0.295630363,Small Merchant,57,667,11,0
31300.4858,63,0.255605288,Freelancer,32,557,18,0
24192.29132,58,0.25,Gig Worker,55,634,9,0
17754.47628,65,0.30028534,Small Merchant,51,506,1,0
25191.32937,36,0.305201388,Freelancer,41,407,14,0
18786.36783,80,0.253839284,Gig Worker,48,555,16,0
17137.79742,59,0.25,Freelancer,30,546,5,0
13919.46132,46,0.255624475,Small Merchant,25,525,2,0
10000,77,0.266001812,Small Merchant,24,477,10,0
19270.53405,42,0.318278257,Small Merchant,20,442,4,0
23106.37443,85,0.271405058,Small Merchant,58,445,12,0
21323.63431,53,0.296637154,Small Merchant,29,376,15,0
19088.2315,83,0.294435345,Freelancer,29,337,9,0
15379.77758,84,0.306448424,Freelancer,43,691,12,0
26257.72334,60,0.267480385,Gig Worker,26,743,10,0
12780.07656,87,0.279796117,Gig Worker,41,420,15,0
27432.1954,56,0.275616016,Small Merchant,40,636,5,0
14984.48087,79,0.290759913,Freelancer,41,434,0,0
16732.95334,50,0.304317679,Freelancer,52,535,7,0
11732.50367,73,0.323568324,Gig Worker,44,334,19,0
18490.18497,84,0.272187427,Freelancer,50,311,16,0
28827.18721,86,0.282827614,Gig Worker,35,676,9,0
25609.39662,30,0.29733436,Gig Worker,34,668,1,0
28848.95478,44,0.29223537,Small Merchant,48,340,18,0
25654.99782,32,0.314301764,Freelancer,38,353,5,0
14274.3112,35,0.277842779,Small Merchant,36,428,1,0
19684.47543,43,0.272051242,Freelancer,45,580,17,0
16538.6061,84,0.307525922,Freelancer,55,635,13,0
31314.02433,67,0.286061008,Gig Worker,55,548,5,0
13622.47948,62,0.290804811,Freelancer,54,656,11,0
28255.88383,81,0.278546345,Freelancer,59,786,19,0
28250.67709,67,0.29854195,Freelancer,42,686,7,0
34807.34141,37,0.262698462,Gig Worker,28,675,2,0
19132.19385,55,0.270834522,Small Merchant,53,344,4,0
26986.25512,44,0.25,Gig Worker,37,734,16,0
37971.56286,43,0.267448566,Gig Worker,35,831,19,0
17676.50826,77,0.298631592,Freelancer,51,506,4,0
11254.71827,49,0.280928327,Freelancer,47,415,13,0
10000,84,0.261521632,Freelancer,51,584,19,1
26988.9842,77,0.308589294,Small Merchant,37,395,13,0
10000,88,0.282770212,Freelancer,53,823,8,0
19393.76663,48,0.313875012,Small Merchant,48,809,7,0
25061.19231,85,0.297133756,Freelancer,40,563,10,0
23296.22876,62,0.283764042,Gig Worker,20,360,17,0
24978.11405,65,0.316700099,Small Merchant,35,428,8,0
23556.02899,53,0.272506769,Freelancer,52,388,1,0
30952.06069,39,0.258102192,Small Merchant,40,377,1,0
15333.78533,81,0.311987017,Freelancer,54,369,5,0
17261.03403,79,0.292090606,Freelancer,46,692,5,0
16591.38388,63,0.307876047,Freelancer,39,684,10,0
27811.34268,65,0.297627289,Small Merchant,50,756,9,0
28302.79012,76,0.312869525,Freelancer,35,451,12,0
25158.57724,90,0.269769577,Freelancer,33,530,18,0
30284.45567,65,0.276227307,Small Merchant,51,765,1,0
13753.71393,45,0.276016596,Freelancer,51,731,19,0
33670.56878,44,0.27628631,Gig Worker,21,573,13,0
32662.67035,47,0.25,Small Merchant,41,404,0,0
27149.35398,36,0.283268746,Freelancer,56,647,11,0
34472.59236,76,0.295821509,Freelancer,36,607,17,0
10403.63755,51,0.266389639,Small Merchant,51,557,15,0
18328.86305,61,0.261726626,Freelancer,57,656,4,0
16852.87578,72,0.277281041,Freelancer,36,532,18,0
27050.35527,48,0.295690897,Gig Worker,53,463,13,0
14649.01482,69,0.258486192,Small Merchant,26,603,10,0
27302.46605,85,0.326705556,Freelancer,48,371,16,0
31593.75301,30,0.254017081,Freelancer,36,453,14,0
26866.4203,64,0.268585851,Freelancer,43,586,15,0
23986.25717,34,0.302681606,Freelancer,27,553,13,0
15084.88661,79,0.299350637,Gig Worker,42,743,16,0
16072.04324,41,0.29759975,Freelancer,52,307,3,0
30747.33234,41,0.266291289,Gig Worker,48,488,13,0
27455.44303,50,0.270086792,Gig Worker,38,334,3,0
21726.86336,88,0.262871609,Freelancer,24,437,2,0
19074.63318,87,0.27359614,Freelancer,56,407,3,0
10000,48,0.287654926,Freelancer,42,607,5,0
14504.03307,38,0.262774543,Freelancer,45,439,3,0
35379.93361,72,0.25,Gig Worker,43,660,6,0
13036.811,78,0.303384392,Gig Worker,40,454,6,0
23326.35875,77,0.276396676,Freelancer,52,612,17,0
29052.10781,65,0.294961739,Gig Worker,45,517,11,0
13215.54132,71,0.27381713,Small Merchant,29,826,15,0
23292.97332,83,0.290855917,Freelancer,48,522,5,0
28565.40876,76,0.326523781,Gig Worker,54,665,4,0
22087.49525,86,0.257134271,Small Merchant,47,701,9,0
42078.82139,80,0.264441539,Freelancer,31,646,16,0
10319.80519,61,0.261985231,Small Merchant,26,683,2,0
29411.09971,64,0.322083586,Small Merchant,35,406,8,0
20790.38784,60,0.279638482,Freelancer,39,641,9,0
27403.44108,89,0.297749551,Small Merchant,48,642,9,0
25089.15006,82,0.25,Freelancer,54,623,5,0
16867.90662,84,0.287489176,Freelancer,47,802,3,0
23602.97475,61,0.272783797,Gig Worker,26,614,10,0
10000,66,0.307772196,Freelancer,41,486,19,0
26222.7325,61,0.293175217,Gig Worker,33,726,8,0
24087.10926,72,0.271605773,Freelancer,55,483,11,0
26470.62118,85,0.311596385,Small Merchant,29,773,9,1
29406.82828,66,0.313432569,Gig Worker,21,479,5,0
24573.33888,68,0.310113777,Gig Worker,41,599,12,0
23036.62594,67,0.295249859,Freelancer,35,396,4,0
15832.52164,59,0.274454334,Freelancer,54,635,3,0
17014.45465,87,0.284641524,Freelancer,59,480,2,0
30307.14234,61,0.271665695,Small Merchant,30,740,4,0
32054.34784,74,0.284426098,Freelancer,52,702,17,0
20333.22695,31,0.268107406,Gig Worker,53,761,2,0
22322.01923,80,0.276606403,Freelancer,52,535,4,0
15667.69938,40,0.322870975,Gig Worker,38,522,8,0
30209.29792,88,0.286218809,Gig Worker,39,562,5,0
26657.91777,49,0.271402545,Gig Worker,29,361,14,0
35588.52206,66,0.257994966,Gig Worker,38,528,17,0
15851.73846,38,0.278003866,Gig Worker,31,538,7,0
19353.94471,67,0.294907179,Small Merchant,29,849,11,0
23620.12146,78,0.282734106,Small Merchant,26,684,5,0
26525.42676,48,0.278920747,Gig Worker,59,662,7,0
20490.32654,84,0.288511321,Small Merchant,30,440,14,0
15889.27237,69,0.287885791,Small Merchant,35,751,15,0
28169.8527,36,0.29410567,Gig Worker,52,354,4,0
27047.94754,34,0.294638525,Freelancer,57,406,10,0
15586.0813,76,0.278228595,Gig Worker,36,586,16,0
31488.09961,71,0.277228115,Freelancer,44,652,12,0
30191.39096,53,0.280016413,Gig Worker,50,512,19,0
22940.07548,77,0.29120541,Gig Worker,20,480,15,0
22557.18504,70,0.302423108,Gig Worker,58,464,17,0
25878.4044,36,0.273262531,Gig Worker,39,395,12,0
15968.07851,40,0.276725441,Gig Worker,28,740,2,0
22210.22035,38,0.263730906,Freelancer,21,302,2,0
10000,78,0.25009491,Freelancer,20,788,5,0
28135.18952,59,0.255243331,Gig Worker,58,504,14,0
11069.54744,70,0.25992562,Gig Worker,24,694,18,0
32523.9388,32,0.266684631,Small Merchant,31,597,2,0
19689.15934,51,0.289197645,Freelancer,33,465,2,0
20518.33113,69,0.258573225,Freelancer,58,641,2,0
17605.86266,80,0.280353665,Gig Worker,51,701,17,0
19983.72788,49,0.296756822,Gig Worker,59,439,7,0
31929.71942,61,0.263402865,Freelancer,28,543,15,0
10000,77,0.270162406,Gig Worker,52,602,2,0
30938.7577,36,0.253598829,Freelancer,44,510,10,0
24366.16437,89,0.260949619,Freelancer,57,638,15,0
13550.84846,36,0.307398734,Freelancer,33,309,1,1
14472.81325,49,0.290099839,Gig Worker,28,799,0,0
33734.75119,54,0.322991102,Small Merchant,46,370,7,0
15381.45184,74,0.265259966,Freelancer,38,418,11,1
13926.54643,64,0.310168463,Freelancer,44,736,18,0
29961.2018,73,0.26542354,Small Merchant,51,426,17,0
24369.87013,53,0.269976529,Small Merchant,41,559,17,0
15434.52096,69,0.334446219,Freelancer,48,527,10,1
23516.37483,42,0.263298875,Freelancer,47,744,17,0
14819.73121,81,0.311733368,Freelancer,32,514,5,0
29705.74979,77,0.279360178,Freelancer,47,688,0,0
29429.59675,68,0.258461215,Gig Worker,22,539,8,0
25724.04339,33,0.251386013,Small Merchant,49,679,19,0
24531.62743,90,0.282103673,Gig Worker,30,631,15,0
34328.31687,41,0.257529793,Small Merchant,21,716,4,0
21997.80429,46,0.274089104,Gig Worker,28,464,18,0
13726.88112,30,0.25,Small Merchant,52,495,16,0
25146.31739,46,0.287088245,Freelancer,45,538,7,0
36602.32935,31,0.25,Freelancer,35,578,18,0
14896.68355,35,0.278798289,Small Merchant,44,369,17,0
19469.76063,73,0.252324129,Freelancer,20,318,11,1
24915.12227,87,0.304517581,Freelancer,40,537,15,0
21622.66606,40,0.25,Gig Worker,39,672,13,0
15123.87494,82,0.2743411,Freelancer,24,539,3,0
29853.00499,72,0.291188165,Gig Worker,36,641,7,0
38240.28505,47,0.287177712,Freelancer,59,715,11,0
23372.92021,69,0.25506339,Small Merchant,57,634,10,0
15671.52197,54,0.25,Freelancer,20,614,12,0
11157.27632,68,0.29562783,Gig Worker,32,369,7,1
23805.83187,57,0.277526557,Freelancer,37,497,17,0
29727.1414,75,0.258565638,Small Merchant,23,561,12,0
25326.17423,45,0.296355945,Gig Worker,33,493,3,0
21983.17311,41,0.268745957,Freelancer,24,772,0,0
17875.09844,70,0.266852367,Freelancer,52,431,9,0
14354.85457,81,0.262666428,Freelancer,45,674,5,0
27843.25928,58,0.264810854,Gig Worker,23,369,10,0
28396.40135,52,0.264090012,Gig Worker,49,744,6,0
11179.89149,50,0.286566144,Freelancer,36,670,9,0
33128.87285,45,0.311012725,Gig Worker,47,739,11,0
26018.49855,82,0.252065411,Small Merchant,25,529,5,0
31797.16252,80,0.273179867,Freelancer,46,441,5,0
12605.10576,77,0.276718935,Gig Worker,55,382,3,0
12439.23091,70,0.289291255,Gig Worker,26,818,1,0
20957.21483,74,0.299766462,Gig Worker,20,737,6,0
25519.49099,55,0.276812758,Freelancer,29,765,6,0
34574.52576,66,0.267258256,Freelancer,32,627,1,0
26942.5524,51,0.291561412,Freelancer,51,512,9,0
20301.23106,80,0.25,Gig Worker,33,482,13,0
14815.41555,39,0.25,Gig Worker,52,654,4,0
30610.00401,36,0.33180749,Freelancer,49,519,19,0
15247.06202,38,0.263842437,Freelancer,28,327,7,1
33399.27988,54,0.271725494,Freelancer,25,476,19,0
20009.30745,75,0.290876317,Small Merchant,29,678,17,0
33134.07451,44,0.286939885,Freelancer,30,750,4,0
26752.51903,42,0.297704766,Gig Worker,58,786,3,0
21041.03157,71,0.298752595,Small Merchant,39,548,18,0
18364.2254,75,0.251150911,Small Merchant,44,506,10,0
19613.64486,55,0.305385614,Gig Worker,31,543,4,0
24998.21685,50,0.290214197,Freelancer,41,513,15,0
22540.09547,52,0.287560313,Small Merchant,31,383,8,0
17843.32014,90,0.288450363,Small Merchant,33,326,5,0
20840.58013,73,0.25,Small Merchant,55,334,7,0
22550.03921,57,0.27580154,Freelancer,33,801,0,0
10000,90,0.260668492,Freelancer,21,368,0,0
25207.1768,80,0.257787729,Gig Worker,21,493,4,0
15141.95143,67,0.270242448,Small Merchant,25,596,17,0
13926.67318,41,0.296509043,Small Merchant,44,575,3,0
10188.58957,53,0.285743866,Small Merchant,22,591,15,0
10000,42,0.288749493,Gig Worker,42,625,19,0
12511.86748,69,0.271073344,Freelancer,28,451,18,0
17036.8533,77,0.287525956,Gig Worker,50,432,6,0
35672.81396,31,0.276019008,Small Merchant,47,511,14,1
18318.84227,83,0.298982472,Gig Worker,44,480,17,0
23244.25074,68,0.293913191,Small Merchant,54,660,8,0
24803.36971,41,0.283196352,Freelancer,20,723,6,0
22917.4563,68,0.263974135,Freelancer,21,423,0,0
21457.89577,80,0.285459798,Small Merchant,34,477,12,0
13632.94365,43,0.284849054,Freelancer,59,629,3,0
32156.49284,59,0.28238668,Gig Worker,35,525,1,0
34650.37651,70,0.270482739,Small Merchant,42,462,9,0
10221.38914,79,0.26690916,Freelancer,54,792,4,0
14831.79986,72,0.286447408,Small Merchant,27,770,2,0
20041.3276,77,0.262846107,Freelancer,26,656,4,0
15248.23544,48,0.274964594,Small Merchant,40,640,10,0
25541.75887,60,0.291737359,Freelancer,54,454,17,0
16902.09458,72,0.288829761,Gig Worker,58,492,19,1
37155.39247,79,0.256854654,Gig Worker,56,558,1,0
30333.84016,72,0.285970494,Gig Worker,52,529,15,0
23488.01821,54,0.320637628,Gig Worker,56,399,17,0
29188.90384,33,0.29351191,Small Merchant,54,525,5,0
29741.30297,79,0.274508235,Small Merchant,37,329,14,0
18052.36758,80,0.306149893,Small Merchant,38,521,11,0
16286.47929,42,0.323983761,Gig Worker,29,315,3,0
22547.00144,65,0.29726713,Gig Worker,23,757,11,0
28031.45287,71,0.25,Freelancer,49,515,10,0
22973.42279,90,0.292336262,Small Merchant,52,835,8,0
10961.02462,83,0.306975752,Freelancer,23,732,0,0
16380.22889,66,0.25,Freelancer,28,539,17,0
21482.18995,32,0.29874231,Freelancer,36,401,5,0
21470.34077,45,0.275937565,Freelancer,58,342,11,0
35807.79524,55,0.306308769,Small Merchant,43,717,2,0
12298.0844,69,0.278576879,Freelancer,58,620,0,0
25539.12469,85,0.286864514,Small Merchant,32,712,6,1
32423.79176,68,0.287199853,Gig Worker,45,333,17,0
37900.14822,48,0.294282214,Small Merchant,38,744,11,0
19169.21804,75,0.288942081,Gig Worker,36,479,19,0
25440.00617,44,0.262018057,Freelancer,49,567,15,0
25988.3225,61,0.274737509,Gig Worker,45,833,19,0
23368.37212,78,0.279868391,Gig Worker,32,611,6,0
21308.08359,50,0.304607154,Freelancer,37,305,16,0
25051.82773,30,0.289686509,Freelancer,40,847,3,0
10000,35,0.266848194,Freelancer,53,757,9,0
26774.48643,56,0.261606094,Freelancer,28,779,5,0
22883.24533,52,0.293094944,Gig Worker,49,367,1,0
20442.67572,76,0.270503524,Freelancer,48,419,3,0
36328.03537,60,0.295063884,Small Merchant,48,632,17,0
17275.46187,41,0.278884275,Small Merchant,38,645,0,0
19178.46808,50,0.309202118,Freelancer,27,544,0,1
35940.87312,81,0.265259682,Gig Worker,36,596,15,0
16175.57087,31,0.308775262,Freelancer,31,659,12,0
18149.19302,34,0.299669529,Freelancer,34,647,13,0
20970.82204,38,0.271192067,Small Merchant,24,736,10,0
27885.14137,49,0.262433344,Freelancer,53,771,19,0
23454.61755,75,0.318553761,Freelancer,22,574,7,0
12951.62257,47,0.261947427,Freelancer,24,364,9,1
18274.82006,90,0.286127656,Small Merchant,53,368,15,0
17748.51897,51,0.286907137,Gig Worker,28,608,6,0
21459.45268,37,0.280200089,Small Merchant,43,446,4,0
24980.90561,63,0.295626869,Small Merchant,24,807,9,0
24927.44029,38,0.261388586,Freelancer,46,475,17,0
10000,36,0.318661305,Freelancer,39,500,6,0
29447.58691,59,0.263509629,Freelancer,21,317,3,0
23767.98192,90,0.277121332,Gig Worker,42,635,9,0
31691.72433,47,0.251236462,Gig Worker,53,426,17,0
25109.38829,56,0.300922262,Freelancer,48,791,17,0
29709.2607,45,0.317762218,Freelancer,54,350,2,1
25265.81718,50,0.320162839,Freelancer,49,450,12,0
31423.58029,34,0.302694421,Small Merchant,22,460,13,0
25655.75445,84,0.272577158,Small Merchant,29,487,13,0
21314.59327,58,0.280034389,Freelancer,53,529,0,0
37907.04304,76,0.273541911,Freelancer,20,480,4,0
28223.25986,66,0.255736986,Freelancer,25,769,9,0
26016.21095,72,0.274090385,Small Merchant,25,726,13,0
13065.86908,51,0.29817523,Small Merchant,35,381,18,0
12981.84668,43,0.26266032,Freelancer,20,703,6,0
24049.00837,86,0.25,Freelancer,24,777,14,0
23018.64838,48,0.254939934,Freelancer,44,332,8,0
17701.14204,64,0.296364358,Gig Worker,46,759,9,0
22986.8789,53,0.25,Gig Worker,57,813,7,0
33120.3885,71,0.270560157,Gig Worker,45,717,8,0
26867.81732,89,0.272327561,Small Merchant,35,631,10,0
14012.94043,35,0.28516002,Freelancer,45,715,7,0
