loan_amount,loan_maturity_days,interest_rate,borrower_type,age,credit_score,employment_years,defaulted
21248.88499,88.0,0.270756096,Freelancer,46.0,818.0,11.0,0.0
25134.01848,73.0,0.25,Freelancer,44.0,495.0,5.0,0.0
11003.86694,63.0,0.25,Small Merchant,49.0,596.0,0.0,0.0
14112.62772,55.0,0.303535668,Gig Worker,25.0,501.0,11.0,0.0
13642.52496,52.0,0.25,Small Merchant,49.0,734.0,10.0,0.0
23000.60166,38.0,0.285008852,Gig Worker,28.0,591.0,10.0,0.0
34127.605,90.0,0.254019287,Freelancer,25.0,780.0,8.0,0.0
37619.10102,66.0,0.263028915,Freelancer,48.0,582.0,1.0,0.0
26466.35771,37.0,0.293686052,Freelancer,42.0,518.0,7.0,0.0
25505.91132,82.0,0.28324068,Small Merchant,25.0,589.0,0.0,0.0
10000.0,43.0,0.277457192,Small Merchant,41.0,801.0,0.0,0.0
18201.2834,36.0,0.302893084,Small Merchant,21.0,808.0,11.0,0.0
16485.51374,36.0,0.274206511,Freelancer,50.0,689.0,3.0,0.0
17654.06681,38.0,0.304599549,Small Merchant,25.0,358.0,0.0,0.0
20822.99327,32.0,0.25861112,Freelancer,24.0,356.0,11.0,0.0
18695.36596,43.0,0.256204187,Freelancer,39.0,336.0,13.0,0.0
10000.0,46.0,0.277236637,Gig Worker,31.0,766.0,0.0,0.0
27235.37179,79.0,0.280065518,Gig Worker,57.0,425.0,11.0,0.0
14490.79882,73.0,0.262832238,Small Merchant,57.0,762.0,4.0,0.0
23674.72805,51.0,0.274477891,Gig Worker,27.0,636.0,1.0,0.0
36518.57869,75.0,0.307295295,Freelancer,52.0,484.0,3.0,0.0
15564.30786,55.0,0.272112167,Freelancer,58.0,351.0,10.0,0.0
10000.0,87.0,0.25,Freelancer,59.0,643.0,17.0,0.0
19997.97045,57.0,0.25,Freelancer,50.0,713.0,18.0,0.0
29706.71744,74.0,0.321732512,Freelancer,22.0,615.0,17.0,0.0
35708.43218,43.0,0.309011514,Small Merchant,38.0,445.0,19.0,0.0
13393.15284,38.0,0.271279961,Freelancer,27.0,675.0,14.0,0.0
25476.89456,80.0,0.296211876,Small Merchant,49.0,504.0,14.0,0.0
18742.8268,55.0,0.285208372,Gig Worker,50.0,757.0,8.0,0.0
21258.36152,31.0,0.305410108,Freelancer,48.0,530.0,7.0,0.0
40510.40343,40.0,0.258575554,Gig Worker,25.0,567.0,9.0,0.0
11479.2077,46.0,0.259140619,Small Merchant,21.0,657.0,7.0,0.0
23776.17763,63.0,0.306387376,Gig Worker,42.0,788.0,10.0,0.0
25273.8522,48.0,0.25013514,Freelancer,49.0,339.0,18.0,0.0
29600.50427,68.0,0.281396056,Small Merchant,57.0,491.0,11.0,0.0
22685.88207,47.0,0.279105944,Freelancer,58.0,574.0,6.0,0.0
24156.35378,42.0,0.295685231,Small Merchant,28.0,655.0,0.0,0.0
19258.46003,34.0,0.282797564,Freelancer,26.0,454.0,2.0,0.0
23883.88859,79.0,0.277359206,Small Merchant,34.0,818.0,12.0,0.0
19597.65407,52.0,0.272389205,Gig Worker,34.0,490.0,3.0,0.0
26351.00323,87.0,0.260103878,Gig Worker,40.0,376.0,9.0,0.0
19412.72765,85.0,0.276678045,Freelancer,33.0,354.0,5.0,0.0
24639.70276,53.0,0.303301988,Freelancer,30.0,780.0,3.0,0.0
21795.1603,58.0,0.274281337,Small Merchant,30.0,438.0,7.0,0.0
29882.35176,77.0,0.308125204,Small Merchant,39.0,700.0,13.0,0.0
21640.24393,76.0,0.294620085,Gig Worker,32.0,529.0,17.0,0.0
10000.0,37.0,0.289531588,Freelancer,49.0,621.0,7.0,0.0
30833.4505,55.0,0.276763535,Freelancer,59.0,366.0,4.0,0.0
15659.87389,44.0,0.267431819,Gig Worker,58.0,397.0,13.0,0.0
17423.63563,86.0,0.313631768,Freelancer,39.0,413.0,14.0,0.0
17830.37094,30.0,0.295871682,Freelancer,57.0,715.0,19.0,0.0
31621.06665,57.0,0.277212392,Gig Worker,27.0,312.0,16.0,0.0
10000.0,78.0,0.3139823,Gig Worker,56.0,521.0,3.0,0.0
40806.1160925,76.0,0.29258076,Freelancer,52.0,722.0,19.0,0.0
29392.39766,75.0,0.251590054,Freelancer,45.0,320.0,12.0,0.0
23562.6724,43.0,0.271469551,Gig Worker,58.0,795.0,14.0,0.0
21615.742,71.0,0.294542147,Freelancer,27.0,514.0,8.0,0.0
23998.87852,63.0,0.310151349,Small Merchant,37.0,443.0,16.0,0.0
25647.857,88.0,0.32722602,Freelancer,58.0,789.0,2.0,0.0
26516.5091,60.0,0.280511356,Freelancer,33.0,639.0,8.0,0.0
25889.23126,35.0,0.292324876,Small Merchant,37.0,411.0,10.0,0.0
22627.06477,78.0,0.267768389,Gig Worker,40.0,681.0,19.0,0.0
20618.63106,34.0,0.262252026,Freelancer,42.0,377.0,4.0,0.0
20941.08701,60.0,0.25,Gig Worker,23.0,385.0,17.0,0.0
20635.64204,66.0,0.287799968,Freelancer,29.0,660.0,11.0,0.0
29936.39068,44.0,0.305290166,Gig Worker,30.0,783.0,18.0,0.0
26154.89706,44.0,0.295517622,Freelancer,39.0,773.0,4.0,0.0
10000.0,81.0,0.281742722,Small Merchant,38.0,375.0,11.0,0.0
26591.30544,72.0,0.304472215,Gig Worker,20.0,330.0,5.0,0.0
23363.15336,34.0,0.3348951365,Gig Worker,50.0,659.0,16.0,0.0
21869.0387,57.0,0.263366154,Small Merchant,21.0,623.0,13.0,0.0
19280.37083,62.0,0.25,Gig Worker,24.0,467.0,2.0,0.0
29868.78904,40.0,0.286847987,Gig Worker,53.0,582.0,0.0,0.0
28632.68523,72.0,0.301650208,Freelancer,23.0,519.0,12.0,0.0
16589.85633,35.0,0.25,Freelancer,46.0,571.0,17.0,0.0
24849.36601,52.0,0.296654978,Small Merchant,58.0,666.0,9.0,0.0
15198.40286,69.0,0.273257861,Small Merchant,22.0,412.0,18.0,0.0
12342.67285,31.0,0.28673686,Freelancer,45.0,824.0,18.0,0.0
17612.97943,44.0,0.261619604,Small Merchant,20.0,663.0,16.0,0.0
28036.75431,52.0,0.260389073,Gig Worker,35.0,587.0,6.0,0.0
28671.87532,51.0,0.25790738,Gig Worker,54.0,354.0,7.0,0.0
25591.59794,38.0,0.293350178,Freelancer,38.0,542.0,15.0,0.0
27075.67051,76.0,0.26751356,Freelancer,35.0,452.0,15.0,0.0
25613.24801,69.0,0.285394979,Gig Worker,52.0,468.0,15.0,0.0
17509.62883,59.0,0.280590172,Freelancer,50.0,408.0,19.0,0.0
25023.45781,45.0,0.256397168,Gig Worker,41.0,637.0,8.0,0.0
27602.86668,88.0,0.281521665,Small Merchant,39.0,335.0,12.0,0.0
27280.03931,75.0,0.284740099,Small Merchant,25.0,639.0,3.0,0.0
30322.3936,76.0,0.301252633,Gig Worker,54.0,430.0,9.0,0.0
26958.12693,81.0,0.309886732,Gig Worker,58.0,358.0,8.0,0.0
24460.13745,59.0,0.259610443,Freelancer,22.0,790.0,17.0,0.0
29491.05167,74.0,0.287096537,Small Merchant,51.0,459.0,11.0,0.0
21814.35119,38.0,0.25,Small Merchant,32.0,628.0,9.0,0.0
15826.87744,30.0,0.297024667,Gig Worker,33.0,667.0,16.0,0.0
20858.53125,88.0,0.301946026,Freelancer,27.0,643.0,11.0,0.0
16785.68149,67.0,0.25,Freelancer,38.0,611.0,1.0,0.0
17273.75208,37.0,0.273215738,Freelancer,33.0,513.0,13.0,0.0
20988.3693,88.0,0.262058094,Gig Worker,30.0,457.0,5.0,0.0
16453.06055,88.0,0.273164393,Freelancer,54.0,463.0,10.0,0.0
19844.26929,81.0,0.269201409,Gig Worker,55.0,581.0,13.0,0.0
10000.0,47.0,0.279127471,Gig Worker,22.0,349.0,13.0,0.0
23493.05595,56.0,0.299746414,Freelancer,44.0,429.0,5.0,0.0
22008.43833,47.0,0.273725163,Small Merchant,32.0,661.0,0.0,0.0
16280.37958,61.0,0.260251121,Freelancer,35.0,562.0,16.0,0.0
26614.71968,87.0,0.27604724,Small Merchant,47.0,454.0,16.0,0.0
28562.99096,78.0,0.274935081,Freelancer,46.0,635.0,16.0,0.0
10747.08095,61.0,0.278268112,Freelancer,29.0,604.0,9.0,0.0
16660.92655,82.0,0.267440465,Freelancer,37.0,345.0,9.0,0.0
16616.00355,77.0,0.28725256,Small Merchant,27.0,547.0,13.0,0.0
15420.67829,74.0,0.305868536,Gig Worker,26.0,512.0,0.0,0.0
27806.32389,83.0,0.254620139,Gig Worker,41.0,709.0,1.0,0.0
20643.21703,65.0,0.289014312,Freelancer,57.0,808.0,17.0,0.0
20148.39611,65.0,0.299194593,Gig Worker,28.0,301.0,19.0,0.0
10000.0,50.0,0.27132089,Freelancer,59.0,619.0,2.0,0.0
26447.92621,75.0,0.305044013,Small Merchant,58.0,552.0,3.0,0.0
13325.19124,61.0,0.278788461,Small Merchant,48.0,771.0,4.0,0.0
22419.52841,60.0,0.257480447,Small Merchant,56.0,388.0,19.0,0.0
23941.63857,66.0,0.254568819,Small Merchant,48.0,314.0,2.0,0.0
31524.61017,45.0,0.295696186,Freelancer,47.0,464.0,2.0,0.0
12838.25721,75.0,0.293857157,Freelancer,40.0,726.0,3.0,0.0
10000.0,75.0,0.311285805,Freelancer,52.0,774.0,5.0,0.0
23286.94681,43.0,0.293414366,Freelancer,45.0,718.0,6.0,0.0
34603.57827,86.0,0.278010552,Small Merchant,57.0,709.0,3.0,0.0
30672.62447,53.0,0.289646168,Freelancer,34.0,768.0,14.0,0.0
23467.61591,54.0,0.28144175,Small Merchant,21.0,736.0,5.0,0.0
18558.5467,90.0,0.273348537,Small Merchant,31.0,504.0,4.0,0.0
27649.85818,75.0,0.269012743,Freelancer,52.0,329.0,7.0,0.0
15185.1766,80.0,0.25,Freelancer,34.0,821.0,5.0,0.0
25334.50439,64.0,0.265157072,Freelancer,20.0,584.0,16.0,0.0
25538.29111,46.0,0.279607,Freelancer,52.0,691.0,15.0,0.0
29421.46935,75.0,0.25,Gig Worker,23.0,736.0,10.0,0.0
40806.1160925,71.0,0.269702682,Gig Worker,47.0,438.0,0.0,0.0
24746.91177,74.0,0.298411474,Gig Worker,33.0,713.0,13.0,0.0
18437.25462,83.0,0.306864578,Small Merchant,31.0,847.0,12.0,0.0
21820.97981,33.0,0.269451111,Freelancer,25.0,829.0,9.0,0.0
10000.0,40.0,0.26870002,Freelancer,39.0,436.0,9.0,0.0
17137.00808,76.0,0.265600365,Small Merchant,40.0,689.0,7.0,0.0
19135.02293,44.0,0.268832191,Freelancer,35.0,497.0,8.0,0.0
18331.38121,59.0,0.30285298,Freelancer,31.0,705.0,3.0,0.0
23066.4841,53.0,0.312584162,Small Merchant,39.0,756.0,10.0,0.0
16243.06047,31.0,0.25,Small Merchant,52.0,753.0,8.0,0.0
29847.21467,72.0,0.263770696,Small Merchant,21.0,386.0,11.0,0.0
22001.44945,63.0,0.25,Freelancer,53.0,508.0,12.0,0.0
21934.89775,52.0,0.27942731,Gig Worker,45.0,523.0,7.0,0.0
19704.73698,90.0,0.270232658,Freelancer,52.0,552.0,12.0,0.0
23086.33479,60.0,0.28717841,Small Merchant,49.0,459.0,0.0,0.0
27775.68785,66.0,0.293264368,Freelancer,20.0,528.0,10.0,0.0
15930.08849,42.0,0.291045237,Freelancer,27.0,494.0,1.0,0.0
17393.18458,62.0,0.25,Small Merchant,20.0,676.0,4.0,0.0
19873.9178,36.0,0.279485955,Small Merchant,29.0,443.0,10.0,0.0
12578.90354,61.0,0.25,Gig Worker,51.0,429.0,3.0,0.0
16265.19498,36.0,0.314737455,Freelancer,59.0,750.0,7.0,0.0
18666.45389,71.0,0.272906451,Gig Worker,21.0,340.0,11.0,0.0
28120.72426,67.0,0.252670735,Small Merchant,50.0,313.0,2.0,0.0
23837.9293,81.0,0.26911469,Gig Worker,23.0,732.0,16.0,0.0
23355.12938,73.0,0.284157649,Freelancer,31.0,732.0,7.0,0.0
27956.28574,42.0,0.294664969,Freelancer,50.0,838.0,5.0,0.0
21038.39748,53.0,0.306006191,Small Merchant,42.0,722.0,3.0,0.0
24733.25395,57.0,0.281258195,Gig Worker,52.0,628.0,3.0,0.0
21277.44773,61.0,0.273323359,Small Merchant,27.0,821.0,6.0,0.0
23857.53645,72.0,0.293701387,Freelancer,35.0,384.0,9.0,0.0
17920.6894,47.0,0.293152713,Gig Worker,34.0,301.0,5.0,0.0
10000.0,63.0,0.282375568,Small Merchant,59.0,506.0,3.0,0.0
21060.04586,77.0,0.296192449,Freelancer,45.0,711.0,9.0,0.0
31959.23695,63.0,0.267795023,Gig Worker,33.0,420.0,19.0,0.0
28483.50782,80.0,0.279519537,Freelancer,31.0,756.0,16.0,0.0
28757.78239,67.0,0.25,Freelancer,46.0,841.0,19.0,0.0
30652.91505,30.0,0.307797364,Small Merchant,50.0,308.0,5.0,0.0
22620.60314,72.0,0.270166168,Small Merchant,23.0,611.0,10.0,0.0
23381.20995,79.0,0.307911277,Gig Worker,49.0,503.0,17.0,0.0
17676.43673,71.0,0.266876185,Freelancer,23.0,799.0,8.0,0.0
19787.49001,60.0,0.286044481,Freelancer,50.0,444.0,11.0,0.0
26310.39805,79.0,0.281094879,Small Merchant,53.0,700.0,10.0,0.0
30427.19106,89.0,0.267960117,Freelancer,23.0,782.0,17.0,0.0
21023.87607,30.0,0.289592176,Small Merchant,39.0,399.0,1.0,0.0
18848.67515,80.0,0.305538985,Freelancer,37.0,502.0,15.0,0.0
22003.69571,45.0,0.315795814,Small Merchant,27.0,507.0,8.0,0.0
26208.44724,87.0,0.294854461,Small Merchant,21.0,566.0,15.0,0.0
11893.01629,68.0,0.255799341,Freelancer,28.0,805.0,11.0,0.0
10000.0,44.0,0.251888422,Small Merchant,35.0,549.0,16.0,0.0
18146.24205,90.0,0.302778716,Freelancer,41.0,738.0,12.0,0.0
13455.01302,62.0,0.26005417,Freelancer,31.0,686.0,3.0,0.0
18443.01862,52.0,0.292319102,Gig Worker,24.0,761.0,12.0,0.0
20965.53777,82.0,0.282678806,Gig Worker,58.0,795.0,11.0,0.0
18827.26114,70.0,0.306374027,Freelancer,34.0,436.0,1.0,0.0
32167.27274,63.0,0.290199033,Gig Worker,27.0,472.0,16.0,0.0
24287.21335,46.0,0.279388429,Freelancer,43.0,301.0,14.0,0.0
24103.32052,54.0,0.321224909,Freelancer,38.0,418.0,12.0,0.0
26355.45001,85.0,0.29646495,Gig Worker,56.0,797.0,1.0,0.0
14028.16818,71.0,0.291094644,Gig Worker,37.0,419.0,5.0,0.0
29273.78251,35.0,0.266347879,Gig Worker,40.0,676.0,11.0,0.0
21469.64999,60.0,0.257067138,Gig Worker,58.0,448.0,0.0,0.0
26693.36432,34.0,0.274810638,Small Merchant,33.0,518.0,14.0,0.0
14496.99937,69.0,0.250023504,Gig Worker,34.0,482.0,2.0,0.0
11123.68864,69.0,0.27356046,Freelancer,22.0,815.0,9.0,0.0
27725.22761,59.0,0.296019071,Gig Worker,30.0,497.0,5.0,0.0
24634.86668,34.0,0.299635797,Gig Worker,22.0,673.0,4.0,0.0
15685.63912,41.0,0.273159915,Gig Worker,49.0,742.0,7.0,0.0
15912.35843,36.0,0.3348951365,Gig Worker,25.0,325.0,5.0,0.0
29878.04349,74.0,0.305466811,Freelancer,25.0,757.0,10.0,0.0
13674.11675,42.0,0.279400612,Freelancer,50.0,412.0,13.0,0.0
33498.71067,78.0,0.302828468,Gig Worker,41.0,528.0,19.0,0.0
15695.65486,33.0,0.268410139,Freelancer,40.0,659.0,4.0,0.0
26468.74348,79.0,0.285078314,Gig Worker,57.0,684.0,12.0,0.0
19699.67067,71.0,0.272788665,Gig Worker,57.0,740.0,8.0,0.0
26222.31202,32.0,0.255764462,Gig Worker,25.0,397.0,9.0,0.0
18191.20199,41.0,0.290652623,Gig Worker,48.0,603.0,10.0,0.0
20860.44966,30.0,0.279881955,Freelancer,30.0,320.0,5.0,0.0
22286.43423,56.0,0.281365666,Small Merchant,41.0,474.0,4.0,0.0
14984.68781,72.0,0.279457295,Small Merchant,58.0,578.0,4.0,0.0
27185.77042,79.0,0.262037976,Gig Worker,25.0,507.0,15.0,0.0
18407.50503,42.0,0.311766759,Freelancer,49.0,683.0,7.0,0.0
20399.80059,46.0,0.284974765,Freelancer,44.0,604.0,14.0,0.0
15039.55438,37.0,0.274660681,Gig Worker,55.0,654.0,14.0,0.0
10000.0,61.0,0.253815793,Freelancer,20.0,330.0,8.0,0.0
20662.80566,49.0,0.308067611,Freelancer,41.0,424.0,14.0,0.0
38888.30795,80.0,0.298346365,Freelancer,28.0,730.0,7.0,0.0
27492.23002,46.0,0.280030188,Gig Worker,27.0,590.0,13.0,0.0
21865.17734,63.0,0.254317409,Gig Worker,53.0,758.0,6.0,0.0
20159.7642,64.0,0.313178625,Gig Worker,35.0,333.0,11.0,0.0
22157.26125,64.0,0.272704188,Small Merchant,38.0,826.0,0.0,0.0
25829.83381,67.0,0.266569783,Freelancer,27.0,640.0,14.0,0.0
13734.31029,71.0,0.279017546,Gig Worker,31.0,636.0,6.0,0.0
29800.25186,53.0,0.287502721,Freelancer,50.0,469.0,14.0,0.0
27007.66921,83.0,0.276627342,Gig Worker,52.0,445.0,9.0,0.0
27027.30008,47.0,0.25,Gig Worker,38.0,849.0,5.0,0.0
25069.33017,79.0,0.284992521,Freelancer,46.0,619.0,15.0,0.0
22137.3166,75.0,0.298451639,Freelancer,43.0,328.0,13.0,0.0
26710.02865,77.0,0.26217899,Small Merchant,47.0,673.0,11.0,0.0
26142.69894,68.0,0.311211059,Freelancer,23.0,670.0,16.0,0.0
19521.71502,62.0,0.297497418,Gig Worker,31.0,309.0,9.0,0.0
17984.78759,78.0,0.289375504,Small Merchant,42.0,715.0,9.0,0.0
22712.99407,52.0,0.259718233,Gig Worker,39.0,414.0,7.0,0.0
32843.14106,54.0,0.285577368,Small Merchant,59.0,383.0,10.0,0.0
13326.25047,66.0,0.287098598,Small Merchant,47.0,355.0,17.0,0.0
11727.32314,56.0,0.278361539,Freelancer,20.0,599.0,12.0,0.0
23153.32589,30.0,0.297826793,Freelancer,30.0,521.0,19.0,0.0
22356.21391,50.0,0.272785389,Small Merchant,50.0,532.0,15.0,0.0
23213.39165,88.0,0.27456744,Small Merchant,57.0,477.0,13.0,0.0
23707.67239,78.0,0.266672572,Freelancer,28.0,373.0,11.0,0.0
20437.58422,39.0,0.270975265,Freelancer,25.0,587.0,12.0,0.0
32429.04407,60.0,0.277000191,Freelancer,25.0,645.0,12.0,0.0
10793.67215,73.0,0.27627781,Small Merchant,22.0,352.0,15.0,0.0
16200.52083,54.0,0.275379261,Gig Worker,51.0,731.0,0.0,0.0
21277.21668,49.0,0.298481959,Small Merchant,54.0,764.0,11.0,0.0
10497.67832,86.0,0.310053957,Small Merchant,35.0,417.0,8.0,0.0
20769.01917,31.0,0.254362957,Small Merchant,21.0,517.0,12.0,0.0
33630.29116,84.0,0.309589229,Gig Worker,55.0,841.0,12.0,0.0
22146.20542,77.0,0.293489308,Freelancer,26.0,581.0,7.0,0.0
23614.90634,44.0,0.262138428,Freelancer,54.0,597.0,17.0,0.0
13178.84664,57.0,0.273402322,Gig Worker,49.0,597.0,17.0,0.0
17685.47014,42.0,0.285679756,Freelancer,48.0,338.0,8.0,0.0
19373.62534,79.0,0.25,Freelancer,20.0,616.0,0.0,0.0
19775.99432,89.0,0.278265111,Gig Worker,20.0,602.0,6.0,0.0
30971.50657,81.0,0.290510914,Gig Worker,26.0,479.0,12.0,0.0
25903.83743,83.0,0.265112577,Small Merchant,22.0,460.0,14.0,0.0
14219.7943,43.0,0.250402893,Freelancer,55.0,454.0,1.0,0.0
23725.53345,79.0,0.283972871,Freelancer,58.0,456.0,7.0,0.0
25487.55224,31.0,0.324165009,Gig Worker,50.0,683.0,19.0,0.0
29981.04327,63.0,0.26573536,Small Merchant,44.0,583.0,4.0,0.0
33063.78481,64.0,0.266259099,Small Merchant,43.0,750.0,8.0,0.0
14894.34066,66.0,0.275990125,Freelancer,20.0,661.0,16.0,0.0
16323.99742,54.0,0.311394551,Freelancer,57.0,776.0,13.0,0.0
13196.95499,77.0,0.25,Small Merchant,50.0,443.0,8.0,0.0
20361.86099,83.0,0.295396483,Freelancer,56.0,399.0,14.0,0.0
25264.50862,44.0,0.270581336,Freelancer,30.0,556.0,19.0,0.0
28911.34162,41.0,0.272306,Freelancer,22.0,637.0,0.0,0.0
21468.34283,38.0,0.259796666,Gig Worker,31.0,687.0,12.0,0.0
19761.06734,87.0,0.275020577,Gig Worker,39.0,431.0,9.0,0.0
23062.30595,60.0,0.260374025,Freelancer,49.0,703.0,11.0,0.0
16153.99969,43.0,0.269153618,Gig Worker,29.0,618.0,13.0,0.0
36626.77105,58.0,0.25,Freelancer,58.0,766.0,5.0,0.0
10746.37281,82.0,0.25,Gig Worker,34.0,415.0,10.0,0.0
23293.18405,77.0,0.28673446,Gig Worker,40.0,356.0,6.0,0.0
36165.24353,72.0,0.305244535,Gig Worker,37.0,676.0,19.0,0.0
22047.59891,67.0,0.3348951365,Freelancer,51.0,575.0,3.0,0.0
20669.72675,71.0,0.298491073,Gig Worker,38.0,797.0,11.0,0.0
19497.88204,89.0,0.269706052,Gig Worker,49.0,804.0,1.0,0.0
20737.25823,37.0,0.25,Gig Worker,52.0,465.0,19.0,0.0
31609.93932,77.0,0.290795329,Gig Worker,41.0,451.0,13.0,0.0
10000.0,32.0,0.250949491,Gig Worker,48.0,511.0,8.0,0.0
32734.03591,31.0,0.263856451,Freelancer,43.0,579.0,13.0,0.0
12032.29993,45.0,0.297720548,Freelancer,23.0,625.0,5.0,0.0
20133.4337,48.0,0.2858841,Freelancer,31.0,401.0,4.0,0.0
18995.28906,59.0,0.261418701,Gig Worker,55.0,682.0,19.0,0.0
26119.87289,70.0,0.25,Gig Worker,23.0,673.0,18.0,0.0
10813.12954,45.0,0.28424487,Small Merchant,24.0,580.0,17.0,0.0
25235.20866,60.0,0.286713932,Small Merchant,38.0,779.0,6.0,0.0
36170.16736,83.0,0.310077234,Small Merchant,58.0,764.0,0.0,0.0
12457.78197,87.0,0.25,Freelancer,50.0,752.0,19.0,0.0
23327.94317,57.0,0.282364357,Freelancer,26.0,572.0,8.0,0.0
17366.12476,33.0,0.298335365,Small Merchant,31.0,756.0,7.0,0.0
24981.21044,39.0,0.271595081,Freelancer,29.0,813.0,10.0,0.0
22134.03444,80.0,0.25,Gig Worker,48.0,638.0,6.0,0.0
17509.59164,74.0,0.261504213,Freelancer,40.0,820.0,16.0,0.0
25415.10599,47.0,0.280748306,Small Merchant,32.0,422.0,14.0,0.0
34630.43677,76.0,0.270259989,Gig Worker,42.0,403.0,7.0,0.0
20663.67346,61.0,0.286077755,Freelancer,25.0,382.0,19.0,0.0
27038.3056,59.0,0.305587054,Gig Worker,50.0,408.0,11.0,0.0
12947.08929,65.0,0.272013472,Freelancer,28.0,419.0,4.0,0.0
15304.94536,38.0,0.304394517,Small Merchant,43.0,751.0,7.0,0.0
25306.84395,65.0,0.277686931,Freelancer,35.0,527.0,4.0,0.0
32388.8122,58.0,0.286778588,Gig Worker,30.0,566.0,13.0,0.0
24489.29344,45.0,0.277657919,Freelancer,55.0,795.0,3.0,0.0
19808.59379,57.0,0.287296576,Small Merchant,20.0,516.0,14.0,0.0
21995.03984,50.0,0.290774819,Small Merchant,40.0,585.0,19.0,0.0
13247.14586,76.0,0.292836215,Small Merchant,55.0,670.0,9.0,0.0
26231.60728,85.0,0.280064887,Small Merchant,56.0,473.0,16.0,0.0
28176.33144,31.0,0.25,Freelancer,25.0,573.0,3.0,0.0
18835.36767,89.0,0.291910766,Small Merchant,33.0,780.0,0.0,0.0
18709.70497,88.0,0.25,Gig Worker,48.0,358.0,5.0,0.0
23861.14761,75.0,0.267862295,Small Merchant,20.0,718.0,7.0,0.0
18942.96185,64.0,0.25,Gig Worker,27.0,705.0,3.0,0.0
21537.0717,83.0,0.313971064,Freelancer,38.0,669.0,13.0,0.0
36698.05252,57.0,0.288346069,Gig Worker,42.0,514.0,1.0,0.0
20270.82009,84.0,0.273483764,Freelancer,58.0,606.0,4.0,0.0
19491.61894,65.0,0.308378081,Gig Worker,30.0,364.0,14.0,0.0
17467.20736,60.0,0.290640577,Gig Worker,46.0,698.0,18.0,0.0
27209.3438,62.0,0.282491815,Freelancer,59.0,711.0,13.0,0.0
20731.43079,52.0,0.287902887,Small Merchant,55.0,551.0,6.0,0.0
17454.38873,89.0,0.27235877,Small Merchant,39.0,597.0,8.0,0.0
31249.12823,70.0,0.255206311,Small Merchant,27.0,447.0,0.0,0.0
31937.22103,46.0,0.299217834,Small Merchant,55.0,527.0,19.0,0.0
17797.03504,75.0,0.278580611,Gig Worker,45.0,496.0,9.0,0.0
10000.0,78.0,0.25,Gig Worker,54.0,542.0,10.0,0.0
29052.59583,30.0,0.290147538,Freelancer,22.0,470.0,11.0,0.0
17207.59122,71.0,0.280817134,Small Merchant,23.0,762.0,0.0,0.0
27534.37919,52.0,0.313996393,Small Merchant,48.0,557.0,7.0,0.0
10000.0,77.0,0.285370646,Small Merchant,47.0,771.0,5.0,0.0
28248.18137,56.0,0.256378874,Small Merchant,38.0,450.0,11.0,0.0
13521.7965,54.0,0.25,Gig Worker,47.0,729.0,8.0,0.0
27115.34883,61.0,0.305285892,Gig Worker,37.0,681.0,3.0,0.0
22099.91147,48.0,0.278727519,Small Merchant,33.0,716.0,5.0,0.0
15322.42406,53.0,0.262683915,Gig Worker,33.0,599.0,2.0,0.0
19150.74581,86.0,0.265606697,Gig Worker,48.0,536.0,1.0,0.0
26804.2292,32.0,0.305966882,Freelancer,22.0,452.0,17.0,0.0
22741.26117,89.0,0.289436182,Gig Worker,53.0,590.0,4.0,0.0
26090.89086,41.0,0.301943551,Small Merchant,28.0,718.0,11.0,0.0
35835.08409,64.0,0.284904294,Gig Worker,59.0,726.0,1.0,0.0
11050.30872,44.0,0.263267553,Gig Worker,24.0,751.0,4.0,0.0
33320.48802,46.0,0.315731542,Freelancer,48.0,489.0,17.0,0.0
22730.49156,79.0,0.272179005,Gig Worker,24.0,458.0,5.0,0.0
15708.51166,61.0,0.296088219,Small Merchant,32.0,331.0,10.0,0.0
12687.80462,36.0,0.301684304,Freelancer,45.0,621.0,6.0,0.0
20676.15726,48.0,0.280125325,Freelancer,28.0,359.0,15.0,0.0
28451.55078,36.0,0.257735539,Freelancer,23.0,478.0,7.0,0.0
21107.15616,34.0,0.266436819,Small Merchant,58.0,504.0,2.0,0.0
32578.08451,87.0,0.293543663,Gig Worker,50.0,700.0,10.0,0.0
11841.77017,69.0,0.290676401,Small Merchant,24.0,414.0,19.0,0.0
21915.37737,50.0,0.306013267,Gig Worker,26.0,367.0,18.0,0.0
13233.24589,77.0,0.302785884,Gig Worker,47.0,522.0,10.0,0.0
24545.42318,77.0,0.26094058,Small Merchant,59.0,721.0,8.0,0.0
28208.21173,80.0,0.30887283,Freelancer,33.0,686.0,11.0,0.0
19054.66744,86.0,0.259476474,Freelancer,43.0,609.0,15.0,0.0
10000.0,76.0,0.291895894,Gig Worker,57.0,509.0,4.0,0.0
23392.63703,36.0,0.328429303,Freelancer,24.0,668.0,1.0,0.0
25057.16986,66.0,0.2862497,Freelancer,53.0,837.0,9.0,0.0
24830.06328,52.0,0.25,Freelancer,47.0,627.0,1.0,0.0
30650.47534,40.0,0.273482048,Freelancer,27.0,387.0,3.0,0.0
14502.62424,39.0,0.323496754,Freelancer,40.0,406.0,15.0,0.0
26761.51274,86.0,0.275858064,Small Merchant,43.0,536.0,5.0,0.0
30347.55259,50.0,0.306539881,Freelancer,43.0,611.0,9.0,0.0
10000.0,84.0,0.260867527,Freelancer,32.0,503.0,6.0,0.0
